Dot Point Measurements

Generated: Thursday 24 August 2023 07:30:06

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	level_4	level_5	scientific	qualifiers	CAAB_code		Radius %
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		1649	1053													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		42.5
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		1963	971													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		53.3
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		1605	24													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Scytothalia dorycarpa		54102005		90.2
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		2020	1724													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Scytothalia dorycarpa		54102005		34.6
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		2067	1261													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		46.5
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		2128	431													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Scytothalia dorycarpa		54102005		79.7
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		1644	1195													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		36.1
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		1982	1443													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		38.1
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		941	2513													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		36.2
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		524	2238													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		42.3
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		706	3114													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		67.1
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		517	1931													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		38.8
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		579	2023													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		36.5
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		592	3252													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Scytothalia dorycarpa		54102005		75.5
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		520	2449													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		47.7
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		714	2098													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		31.3
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		798	2664													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		46.0
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		628	3819													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		100.0
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		809	2838													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		52.9
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		839	2680													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		45.6
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		526	3181													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Scytothalia dorycarpa		54102005		74.1
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		876	2121													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		24.6
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		584	2335													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		42.1
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		768	2628													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		45.4
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		723	2059													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		30.2
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		993	2192													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Scytothalia dorycarpa		54102005		22.2
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		640	2208													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		36.7
20230309-1_12_02_20230309_TOP_1_0005_0001.mp4_0014093.jpg	      0		1069	3399													20230309-1	12					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		75.0
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		877	2611													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		43.6
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		838	2877													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		55.9
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		993	3043													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		60.7
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		883	3189													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		69.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		817	2155													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		29.7
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		625	2415													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		44.6
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		726	1951													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		30.5
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		905	2067													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		23.8
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		817	3812													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		99.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		984	2794													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		49.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		565	2429													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		47.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1008	2188													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		23.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		799	2223													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		32.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		741	2499													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		43.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		904	1983													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		22.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		592	2876													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		62.1
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		633	2210													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		38.9
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		669	2727													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		54.0
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1009	3251													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		70.4
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		920	2595													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		41.8
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1075	1626													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		17.0
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		846	238													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		82.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		756	754													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		60.6
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		669	563													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		70.9
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		916	1067													20230309-1	22					Sessile invertebrates						00000002		43.5
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		910	1350													20230309-1	22					Bryozoa	Soft	Dendroid				20000906		32.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		705	422													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		76.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		667	1430													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		38.8
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		841	1502													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		29.8
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		835	1679													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		26.1
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		841	566													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		67.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		664	288													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		83.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		939	1083													20230309-1	22					Sessile invertebrates						00000002		42.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		760	703													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		62.8
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1079	1171													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		35.5
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1053	851													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		50.8
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		591	753													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		64.9
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		934	417													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		72.7
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		739	407													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		76.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1014	583													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		63.9
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1704	3427													20230309-1	22					Unscorable						00000001		79.1
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		2037	2211													20230309-1	22					Unscorable						00000001		38.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		2053	3226													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		75.7
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1798	3528													20230309-1	22					Unscorable						00000001		85.0
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1773	3805													20230309-1	22					Unscorable						00000001		97.8
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1905	3817													20230309-1	22					Unscorable						00000001		100.0
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1648	3574													20230309-1	22					Unscorable						00000001		85.6
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1882	1983													20230309-1	22					Unscorable						00000001		27.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1877	2186													20230309-1	22					Unscorable						00000001		30.9
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1996	3713													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		96.5
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1635	3367													20230309-1	22					Unscorable						00000001		75.5
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1655	3254													20230309-1	22					Unscorable						00000001		70.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1900	3077													20230309-1	22					Unscorable						00000001		65.9
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1805	2157													20230309-1	22					Unscorable						00000001		27.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1764	3148													20230309-1	22					Unscorable						00000001		66.7
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1910	3171													20230309-1	22					Unscorable						00000001		70.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		2081	2514													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		48.6
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1608	3103													20230309-1	22					Unscorable						00000001		62.6
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1635	3269													20230309-1	22					Unscorable						00000001		70.8
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1803	2002													20230309-1	22					Unscorable						00000001		23.7
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1669	1492													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		23.7
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1959	1805													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		30.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		2039	808													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		61.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1930	26													20230309-1	22					Unscorable						00000001		93.6
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		2135	1715													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		39.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1688	244													20230309-1	22					Unscorable						00000001		80.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		2075	187													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		88.8
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1820	702													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		60.7
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1733	766													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		56.3
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1829	586													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		66.2
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1832	982													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		48.7
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1794	417													20230309-1	22					Unscorable						00000001		73.4
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1845	1208													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		39.8
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1923	1056													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		48.0
20230309-1_22_02_20230309_TOP_1_0002_0001.mp4_0049523.jpg	      0		1651	1874													20230309-1	22					Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		15.2
